19.9,17.7,21.4,20.8,17838,92.2,5.9,0
15.5,18.5,21.6,18.1,36577,98.3,5.1,0
17.5,23.7,22.1,18,12259,83.2,7,0
26,24.7,27.8,18.2,1121,64.8,7.1,0
24.8,28.3,30.7,27.8,1507,43.4,6,0
22.9,25.8,23.1,16.6,8846,36.6,8.2,0
11.2,9.7,20.3,13.9,2677,132.3,1.9,0
20.2,19.1,28.8,22.2,6208,61.1,5.6,0
18.4,21.1,21.4,15.5,13095,55.5,7.1,0
21.2,20,18.3,22.4,1990,84.8,4.9,0
22.7,23.9,21.6,20,25735,40.1,7.5,0
24.5,22.5,22,17.8,1143,14,9.7,1
24.6,21.5,21.1,17.5,5177,46.9,6.6,0
21.3,22.5,35.3,24.2,1291,119.4,8.5,0
21.8,26.7,29.1,23.9,4992,45.4,4.5,0
19.8,17.7,18.3,9.2,2263,32.3,5.3,0
24.1,19.8,29.6,16.7,2797,16.3,7.7,0
23.4,26,30,25.2,2746,49.2,8.6,0
29.7,26,31.9,22.5,3209,34.6,8.6,0
26.3,20.1,28.9,18.2,2513,63.7,4.9,0
24,25,24.1,10.8,4164,0,7.5,0
27.3,22.3,23.3,25.1,4296,40.7,7.7,0
18.1,20.9,22.8,20.9,16481,65.8,6.2,0
13.5,16.5,19.6,14.3,4693,54.7,4,0
20.8,22.6,23.8,25.2,1637,37.9,6.5,0
16.1,19.3,13.3,3.6,5314,61.3,3.2,0
26.6,25.9,25.1,16.9,4426,26.3,5.3,0
21.3,24.6,28.7,22.9,4880,87,7.2,0
34.1,29.4,33.2,26.6,2924,9,3.9,0
23.7,26.7,34.5,23,4037,18,8.2,0
26.3,28.7,25.6,17.3,1713,12.9,5.7,0
24.3,26,37.4,24.3,2227,60.8,7.8,0
10.2,17.8,16.5,12.1,1357,26.8,5.3,0
24.2,21.8,27.5,22.9,11165,70.6,5.7,0
27.7,29,28.5,22,2036,19.8,8.4,0
29,26.3,26.1,21.6,6113,74.6,7.8,0
22.4,19,21.1,20.3,19833,121.7,5.8,0
27.8,22,23,21.4,852932,137.2,7.1,0
20.4,23.5,19.3,21.6,9807,37.9,5,0
21.7,17.4,19.5,18.9,91691,150.4,5.2,0
23.9,20.7,15.7,20.8,5081,33.6,6.2,0
26.9,22.6,20.4,17.9,56073,48.5,5.6,0
22.5,28.1,25.4,22.1,12693,65.8,7.5,0
22.7,22.4,26.2,24.8,6186,76.9,9.7,1
20.9,20.8,22.1,19.6,74013,109,5.3,0
27.9,24.1,29.1,29,11613,48.8,8.2,0
21.1,21.3,19.1,22.3,27204,57.2,4.9,0
19.4,20.9,19,19.4,14905,66.7,6.1,0
25.7,23.7,24.2,29.2,11761,87.1,8.4,0
24.3,28,23.6,24.7,28044,51.1,7.1,0
20,27.2,24.1,23.4,5851,47.9,7.9,0
28.7,24.1,23.5,24.1,21375,145.9,7.4,0
24.3,26.1,27.9,25.5,18735,59.5,8.5,0
30.9,29.7,31.6,22.7,31928,71.5,9.2,0
25.5,24,27.9,19.8,19820,154.6,11,1
18.3,22,24.9,12.7,4943,50,8.7,0
23.4,21.3,23.6,28.2,9496,50,6.1,0
31.2,31.8,29.2,26,10340,61.9,9,0
23.9,23.6,22,23.2,57127,42.9,5.2,0
25.3,25.8,27.5,26.2,32344,98.4,9.3,1
21.4,23.8,25.4,23.6,38612,71.5,5.9,0
22.9,21.1,20.2,23,6589,102,5.2,0
23.7,23.1,29.9,20.2,2883,159.4,6.1,0
29.4,21.1,19.7,28.5,5376,44.9,4.1,0
26.3,22.2,28.6,29.5,10617,69.9,8.7,0
28.5,18.7,23.9,35.7,3519,55,4.7,0
24.3,28.1,20.2,22.7,3733,64.8,6.1,0
21.5,28.3,25.3,25,12976,110.9,8.8,0
25,19.9,23.7,16.8,2810,90.6,6.2,0
26.2,25.2,27.7,23.2,24647,53.7,5.5,0
24.1,21.9,26.4,25.7,6749,86.1,6.3,0
27.1,33.2,34.5,27.8,9209,46.8,8.7,0
16.4,20,18.6,16.9,15981,128,4.8,0
24.3,20.7,18.8,20.5,4931,57,6.5,0
28,28.9,18.6,26.7,3026,51.6,7.7,0
22.1,23.4,26.1,23.8,8137,56.5,5.2,0
23.6,25.8,28.6,24.3,10088,71.8,9.2,0
28.9,25.1,27.1,31.4,4493,61.6,7.4,0
25.4,22.5,23.7,27,11107,77.1,6.3,0
24.4,24,28.7,27,9086,47.3,8.2,0
29.2,28.7,27.5,27.7,72085,72.2,8.1,0
28.3,25.6,30.5,26.6,12900,67.9,8,0
34,28.7,31.7,29.1,4693,58.2,11.5,1
28.3,27.1,30.1,29.4,14070,64.4,8.4,0
26.3,24.3,25.4,28,113729,132.8,7.5,0
27.7,26,20.4,26.8,4957,59.6,5.7,0
23.9,27.6,27.7,30.6,4173,44.9,9,0
18.2,18.7,23.5,26.1,13081,80.7,7.3,0
29.3,23.3,22.9,32.5,3469,57.5,7.8,0
27.1,26.5,26.3,28.6,6084,45.9,6.5,0
31.9,30,26.5,23.7,5728,35.8,8.6,0
24.3,24,22.2,27.5,16270,58.3,5.6,0
26.5,20.6,19,22.5,1917,22.3,10.9,1
26.2,22.8,26.7,25.3,33036,95.4,8.1,0
21.2,25,13.8,26.1,3568,50.3,5.9,0
21.1,20.7,19.6,24,17421,71.5,5,0
24,27.3,27.5,28.6,16380,114.9,9,0
27.5,25.3,36.5,28.5,12609,113.1,10.8,1
24.8,27.1,30.6,18.1,4204,138.4,7,0
29.3,26.6,25.9,27.5,8521,70.8,9,0
25,28,25.9,22.9,709,25.4,6.1,0
23.1,16.7,18.7,27.4,1735,54.4,2.9,0
37.3,25.3,29.7,24.7,1642,51.2,8,0
29.7,25.7,28.2,25.5,1397,14.8,5.4,0
22.9,23.5,24.7,19.3,10134,89,6.6,0
26,23.2,24.8,25.8,1556,41.4,6.2,0
19,20.2,22,19.2,1226,54.9,3.6,0
32.1,29.7,24.1,22.3,1987,28.5,4.6,0
21.2,25.1,29.8,20.6,2281,49.6,10.9,1
21.2,20.7,29.1,11.6,822,19.9,4.6,0
22,21.2,31.7,19.5,934,28.7,4.3,0
25.7,20.9,23.2,17.7,1272,76.1,6.2,0
24.3,23.3,28,20.4,1369,56.3,8.4,0
26.3,25.2,26.4,23.5,870,21.9,7.1,0
21.5,24.4,23.5,21.1,3447,129.9,6.1,0
24.3,21.3,27.2,13.8,1061,40.9,5.7,0
29.6,26.9,22.8,23.2,782,39.8,6.1,0
28.3,24.8,30.9,24.8,1061,43.7,9.5,1
18.4,23.4,28.2,19.2,1097,59.2,5.3,0
23,26,25.6,18.4,1799,38.2,5.4,0
21.9,26.6,31.8,25.6,4426,48.3,10.4,1
23.4,18.8,22.5,15.6,3594,21.3,6,0
23,22.7,29.3,19.9,1475,27.7,5.8,0
28.3,24.8,28.5,18.3,3844,56.4,7,0
19.7,25,24.3,19.9,907,47.9,6.4,0
19.4,25.1,24.4,16.3,5367,88.4,6.1,0
33,22.8,23,26.6,2158,14.1,6.3,0
29.4,31.6,27.3,21.1,1391,30.4,7.9,0
25.5,20.7,20.4,16.5,1041,18.6,6,0
32.4,32.5,33.7,24,734,38.7,6.3,0
21.4,25.5,22.5,14,860,34.6,2.8,0
31.8,26.7,27.5,23.4,1251,55.5,11,1
22.3,21.9,26.1,22.1,943,42.4,9.1,0
26.4,27.5,27.7,22.8,1655,44.4,8.4,0
33.4,30.8,31.2,28.3,1259,25.2,8.8,0
27.6,31,25,18.4,1591,44.5,8.4,0
31.9,28.7,25.1,21.3,685,37.4,8.2,0
24.4,23.4,24.2,18,1961,39.3,8.8,0
25.4,28.7,24.8,21.9,2134,31.9,8.1,0
13.2,16.1,15.9,17.5,9483,307.5,3.9,0
27.8,22.5,23.1,18.9,1410,31,4.3,0
27.8,23.2,22.1,30.2,3731,68.1,8.8,0
19.9,21.5,23.5,20.7,12750,76.4,6.2,0
21.7,17.6,25.1,18.5,887,17,4.8,0
28.1,26.1,20.1,20.3,1001,6.6,3.8,0
30.5,20.5,24.5,22.3,1663,62.6,5.1,0
25.4,22.7,28,25.8,1678,54.6,7.2,0
28.7,27.9,25.4,25.9,4532,55.8,6.9,0
22.5,22.6,26.2,29.5,931,45.8,6,0
30.8,29.1,33.3,26,1126,53,13.2,1
26.7,25.6,23.2,22.8,4804,42.1,5.7,0
24.1,25.7,25.8,23.3,946,48.6,3.7,0
27.8,24.5,30.5,28.3,1388,67.7,5.1,0
21.6,20.3,21.1,21.2,1605,48.1,7.5,0
21.3,22.8,21.8,24,34335,74.3,6.5,0
26.3,26.8,28,28,8821,51.3,8.3,0
23.5,26,33.8,23,1311,79.3,7.3,0
28,23.8,26.1,22,1138,37.7,4.9,0
20.1,20.5,23.7,23.7,15478,72.1,6.9,0
22.9,26,29,15.4,987,39.6,2.7,0
21.5,17.6,16.5,15.8,2348,49.6,4.3,0
14.8,17.2,15.5,16.2,5642,75,4.5,0
22.8,25.6,23.9,23.3,1837,27.9,5.2,0
29,27.3,26.2,26.2,955,0,10.6,1
23.8,28,28.1,24.9,1099,41.8,7.9,0
27.6,24.8,27.2,23.9,3982,89,6.2,0
21.1,26,26.8,20.4,2789,16.3,6.1,0
22.4,25.3,23.4,21.8,2006,46.6,4.2,0
28.2,26,31.5,24.4,3832,48.7,9.8,1
18.2,25.6,23.8,15.7,905,35.2,7.7,0
29.3,19.5,19.2,13.4,1287,75.4,4.6,0
26.1,23,23.9,28.6,13112,67.2,4.6,0
29,19.3,25.2,25.7,1314,36.6,6.4,0
26.5,27,31.4,22.9,3707,64,8.2,0
22.8,25.7,21.1,21.7,5781,51.3,6.7,0
32.8,29.2,30.4,23.4,4344,59.5,8.4,0
23.8,23.6,24.1,24.8,5017,60.2,7,0
29.2,27,28.9,23.8,1913,46.9,5.8,0
19.3,17,14.9,19.2,11344,74.8,3.6,0
21.3,17.2,15.4,20.1,2618,48.6,5,0
36.3,23.1,25.1,20.8,7819,41,5.5,0
27.9,24.9,23,18.2,5719,74.1,5.9,0
28.4,27.2,35,23.5,2798,30.5,5.5,0
17.6,16.7,20.7,24.8,4807,52.9,6.5,0
25,24.7,27.2,12.8,3453,103.4,7.9,0
26.3,25.1,21.9,22.6,1599,31.4,6.1,0
16.7,17.4,18.9,16.6,34718,128.5,4.8,0
34.2,27.9,32.4,25.5,2903,72.2,6.9,0
21.5,20.8,24.2,21.6,6040,42.4,5.8,0
27.2,24.4,18.5,19.6,5155,59,7,0
24.6,23.4,30.2,13.5,1828,67.7,6.1,0
25.2,27.3,21.5,21.6,2325,49.2,6.9,0
30.5,28,29.3,27.1,4615,52.1,9.1,0
32.7,24.7,28.9,19.2,2013,54.4,9.4,1
22.9,19.5,19.3,19.3,1887,62.7,5,0
25,25.2,24.1,22.7,7423,81.8,6.4,0
14.3,14.7,15.7,16.1,7472,71.6,3.3,0
23,21.7,21.5,23.9,6059,87.2,4.9,0
24.6,24.5,24,22.9,59433,98.5,6.8,0
30.7,21.2,23.2,20.2,4417,51.6,7,0
25.5,26,24,19.6,18641,66.1,6.7,0
26.4,29.7,27.3,19.5,2830,28.2,8.6,0
37.3,27.4,26.5,28.2,28521,107.9,7.7,0
38.8,27.3,38.5,32,3576,62.6,8.5,0
34.3,25.5,29.8,30.1,5152,124.8,7.5,0
34.6,26.8,36.7,34.3,1866,34.4,7,0
41.3,32.4,23.9,36.1,5813,94.4,11.5,1
21.9,25,25.1,21,8416,76.2,5.2,0
37.6,27.2,35.9,29,6377,127,9.6,1
39.8,25.1,28.2,40.4,1013,34.6,8.1,0
36.6,29.2,30.6,33.2,3232,75.2,7.7,0
36.9,21.9,27.2,37.9,2699,31.1,7.4,0
26.4,18.1,28.4,27.9,4042,82.6,6.5,0
27.8,23.9,22,25.6,7283,80.2,6.9,0
37.7,31,30.9,35.5,4505,29.3,9,0
31.2,24.4,31.7,34.2,12960,55.6,9.6,1
30.1,22.6,28.9,29.8,9648,76.3,7.5,0
23.8,20.8,22.3,23,33169,182,5.9,0
37.1,28.3,28.1,32.2,2226,61.6,7.2,0
45,31.3,40.2,32.4,7653,87.6,11.3,1
27.8,23.4,25.9,24,5031,58.1,7.5,0
33.1,25.1,30.5,32.6,5376,42.5,8.5,0
35.7,23.4,38.4,37.9,3616,55.6,13.2,1
37.1,29.5,37.7,27.9,4647,59.2,10.9,1
28.6,24.6,28.2,29.9,12359,80.5,7.8,0
45.7,30,31,35.7,6586,50.6,11,1
36.6,18.7,26.8,35.7,3302,38.2,6.4,0
31.3,22.3,28.4,32.6,5226,57.1,5.8,0
32.7,30.5,29.7,30.6,6523,134.9,8,0
26.8,25.5,26.4,26.7,75734,131.9,7.6,0
42.1,33.9,31.8,32.6,3817,79.2,11.6,1
24,23.6,27.8,32.7,14557,104.1,7.3,0
45.3,25.5,33.9,34.8,2999,22.8,9.4,1
41.2,26.4,37.3,31.3,6641,21.8,7.6,0
39.7,24.7,33.3,32.3,8441,58.6,10.9,1
40.8,27.3,33.8,35.9,2462,37.1,8.1,0
42.4,33.6,38.9,31.4,3944,81.9,11.9,1
41,26.8,35.4,40.3,2584,14.4,7.6,0
33.1,26.3,26.9,38.9,3579,44.2,4.7,0
33.8,25.7,34.5,25.9,7895,92.7,9.6,1
28.7,23.6,25.9,28.9,8879,69.5,4.7,0
26.4,22.6,31.9,26.1,3271,42,6.4,0
37.5,21.1,31.6,30.1,2345,81.7,7.6,0
28.1,22.3,28.4,36.7,3750,10.5,7.5,0
39.5,25.1,31.4,37.5,1252,0,10.8,1
38.3,30.1,30.3,32.4,3117,74.2,9.8,1
39,26.1,31.9,31.4,2237,34.9,11.5,1
36.5,32.9,27.7,27.8,4585,53.9,9.3,1
30,26,27,30.1,3952,58.4,6.2,0
35.7,26.4,31.6,40.8,3238,29.6,8.5,0
41,32.6,34.6,33.8,5146,129,10.7,1
42.6,28.5,35,34.2,10100,82.2,11.4,1
32.3,24.1,32,30.1,8413,81.1,8.9,0
41.6,31.9,24.6,29.2,2698,53.9,11.8,1
29.7,25.1,25.7,27,3013,130.5,6.5,0
42.4,27.5,30.5,29.6,2842,52.9,7.4,0
37.3,18.8,33.2,32.4,3253,88.4,6.8,0
28,22.6,23.5,27.1,11418,95,7.7,0
36.4,28.3,31.4,33.3,3856,39.3,8.6,0
32.1,31.6,19.7,24.6,1950,7.1,6.6,0
39.8,30.6,41.5,35.6,6798,86.8,11,1
38.9,27.8,27.6,26.1,9501,47,8.2,0
28.6,20.3,22.7,25.2,11229,44.2,8.7,0
41.1,24.7,31.7,27.4,7383,45.1,6.1,0
35.5,26.2,35,25.8,4818,49.2,10.1,1
28.9,21.5,28.9,27.8,14451,62.5,7.6,0
31.5,27,32.1,21.9,43461,171.1,7.7,0
32.1,26.4,27,25.5,27037,79.8,7.2,0
39.4,31.1,32,23,4618,15.2,8,0
27.7,22.8,27.2,20.4,61422,113.3,6.1,0
41.9,24.8,34.8,27.5,6100,73.2,7.4,0
41.6,32.3,36.8,30.1,4562,19.6,8.9,0
32.7,27.6,31.8,25.1,12631,67.2,11.2,1
30.5,24.8,28.1,21.1,71749,138.2,7.4,0
38.1,33.1,33.9,28.4,4991,60.8,5.6,0
25.6,21.8,24.4,23.4,28498,131.7,7,0
38.1,28,32.9,26.3,12325,60.8,9.2,0
24.1,25.2,24.9,19.5,6157,61.7,5.8,0
32.9,25.1,30,31.1,13092,16.5,7.7,0
47.7,34,30.2,28,6086,43.3,7,0
34.8,28,28.1,21,6678,51.9,8.9,0
32.1,25.6,29.6,21.5,103078,153.9,9.1,0
35.7,25.8,24,25.6,25482,107.3,6.5,0
34.1,33.7,29.9,22.8,4278,17.2,7.4,0
33.2,24.5,30.5,26.3,20496,109,7.8,0
31.9,25.2,37,27.1,3817,21,11.7,1
38.6,29.6,27,27.7,9980,29.1,7.7,0
28.3,32.6,26.7,21.2,7157,41.5,9.3,1
34.9,24.6,34.2,23.5,7960,51.7,10,1
38.4,24.6,29.7,28.2,15387,81.2,9.6,1
40.6,32.6,28.1,27.2,8517,19.8,8.3,0
34.1,30.7,33.5,27.6,9092,72,8.2,0
23.2,22.7,22.7,24.2,26905,89.9,7,0
